name,kind,city,region,country,date_granted,grant,address,lat,lon,wikipedia_url,image_source,image_title,image_url,photographer,licence,licence_url,credit_page,postable
Big Timber,public,Big Timber,Montana,United States,"May 16, 1911","$7,500",314 McLeod St.,45.83250,-109.95194,"https://en.wikipedia.org/wiki/Carnegie_Public_Library_(Big_Timber,_Montana)",wikipedia-list,File:Carneige_Library_Big_Timber_Montana_01.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Carneige_Library_Big_Timber_Montana_01.JPG/1920px-Carneige_Library_Big_Timber_Montana_01.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Mike Cline,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Carneige_Library_Big_Timber_Montana_01.JPG,yes
Bozeman,public,Bozeman,Montana,United States,"Mar 14, 1902","$15,000",35 N. Bozeman Ave.,45.68028,-111.03444,https://en.wikipedia.org/wiki/Bozeman_Carnegie_Library,wikipedia-list,File:BozemanCarnegieLibrary2011.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/BozemanCarnegieLibrary2011.jpg/1920px-BozemanCarnegieLibrary2011.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Mike Cline,Public domain,,https://commons.wikimedia.org/wiki/File:BozemanCarnegieLibrary2011.jpg,yes
Chinook,public,Chinook,Montana,United States,"Oct 29, 1918","$15,000",421 Ohio St.,,,,,,,,,,,no
Dillon,public,Dillon,Montana,United States,"Jan 22, 1902","$7,500",121 S. Idaho St.,45.21639,-112.63694,,wikipedia-list,"File:Dillon_City_Library_(2013)_-_Beaverhead_County,_Montana.png",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Dillon_City_Library_%282013%29_-_Beaverhead_County%2C_Montana.png/1920px-Dillon_City_Library_%282013%29_-_Beaverhead_County%2C_Montana.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Robstutz,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"https://commons.wikimedia.org/wiki/File:Dillon_City_Library_(2013)_-_Beaverhead_County,_Montana.png",yes
Fort Benton,public,Fort Benton,Montana,United States,"Mar 31, 1916","$15,000",1518 Main St.,,,,wikipedia-list,File:FortBentonMT_CarnegieLibrary.jpg,https://upload.wikimedia.org/wikipedia/commons/1/12/FortBentonMT_CarnegieLibrary.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,User:Magicpiano,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:FortBentonMT_CarnegieLibrary.jpg,yes
Glasgow,public,Glasgow,Montana,United States,"Apr 8, 1907","$7,500",,,,,,,,,,,,no
Great Falls,public,Great Falls,Montana,United States,"Jun 21, 1901","$31,700",,,,,,,,,,,,no
Hamilton,public,Hamilton,Montana,United States,"Jul 23, 1914","$9,000",306 State St.,,,,,,,,,,,no
Hardin,public,Hardin,Montana,United States,"Mar 31, 1916","$7,500",419 N. Custer Ave.,,,,,,,,,,,no
Havre,public,Havre,Montana,United States,"Mar 14, 1913","$12,000",447 4th Ave.,48.54917,-109.67639,"https://en.wikipedia.org/wiki/Carnegie_Public_Library_(Havre,_Montana)",wikipedia-list,"File:Carnegie_Public_Library_(2013)_-_Hill_County,_Montana.png",https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Carnegie_Public_Library_%282013%29_-_Hill_County%2C_Montana.png/1920px-Carnegie_Public_Library_%282013%29_-_Hill_County%2C_Montana.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Robstutz,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"https://commons.wikimedia.org/wiki/File:Carnegie_Public_Library_(2013)_-_Hill_County,_Montana.png",yes
Kalispell,public,Kalispell,Montana,United States,"Dec 21, 1901","$10,000",302 2nd Ave. E.,,,,,,,,,,,no
Lewistown,public,Lewistown,Montana,United States,"Jan 19, 1905","$10,000",701 W. Main St.,47.06139,-109.42972,,wikipedia-list,File:Lewistown_Montana_Carnegie_Library.jpg,https://upload.wikimedia.org/wikipedia/commons/2/2e/Lewistown_Montana_Carnegie_Library.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Raymond Hitchcock,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,https://commons.wikimedia.org/wiki/File:Lewistown_Montana_Carnegie_Library.jpg,yes
Livingston,public,Livingston,Montana,United States,"Mar 20, 1903","$10,000",228 W. Callender St.,,,,,,,,,,,no
Malta,public,Malta,Montana,United States,"Feb 3, 1917","$15,000",S. 1st St.,48.35972,-107.87611,https://en.wikipedia.org/wiki/Phillips_County_Carnegie_Library,wikipedia-list,"File:Phillips_County_Carnegie_Library_(2013)_-_Phillips_County,_Montana.png",https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Phillips_County_Carnegie_Library_%282013%29_-_Phillips_County%2C_Montana.png/1920px-Phillips_County_Carnegie_Library_%282013%29_-_Phillips_County%2C_Montana.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Robstutz,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"https://commons.wikimedia.org/wiki/File:Phillips_County_Carnegie_Library_(2013)_-_Phillips_County,_Montana.png",yes
Miles City,public,Miles City,Montana,United States,"Jul 16, 1901","$10,000",1 S. 10th St.,,,,wikipedia-list,File:Miles_City_Montana_Public_Library.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Miles_City_Montana_Public_Library.jpg/1920px-Miles_City_Montana_Public_Library.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,David Schott,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,https://commons.wikimedia.org/wiki/File:Miles_City_Montana_Public_Library.jpg,yes
Missoula,public,Missoula,Montana,United States,"Jan 13, 1903","$12,500",335 N. Pattee St.,46.87250,-113.99139,,wikipedia-list,"File:Carnegie_Public_Library_(2012)_-_Missoula_County,_Montana.png",https://upload.wikimedia.org/wikipedia/commons/2/2d/Carnegie_Public_Library_%282012%29_-_Missoula_County%2C_Montana.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Robstutz,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"https://commons.wikimedia.org/wiki/File:Carnegie_Public_Library_(2012)_-_Missoula_County,_Montana.png",yes
Red Lodge,public,Red Lodge,Montana,United States,"Jun 11, 1914","$15,000",3 W. 8th St.,,,,,,,,,,,no
Albion,public,Albion,Nebraska,United States,"Apr 8, 1907","$6,000",437 S 3rd St,,,,commons-namesearch,File:Albion MI Carnegie Library.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Albion_MI_Carnegie_Library.jpg/1920px-Albion_MI_Carnegie_Library.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Jan Pewsey,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,https://commons.wikimedia.org/wiki/File:Albion_MI_Carnegie_Library.jpg,yes
Alliance,public,Alliance,Nebraska,United States,"Dec 2, 1909","$10,000",204 W 4th St,,,,,,,,,,,no
Alma,public,Alma,Nebraska,United States,"Dec 13, 1907","$10,000",111 S John St,,,,wikipedia-list,"File:Alma,_Nebraska_former_library_from_SE.JPG",https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Alma%2C_Nebraska_former_library_from_SE.JPG/1920px-Alma%2C_Nebraska_former_library_from_SE.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Ammodramus,Public domain,,"https://commons.wikimedia.org/wiki/File:Alma,_Nebraska_former_library_from_SE.JPG",yes
Arcadia,public,Arcadia,Nebraska,United States,"Mar 31, 1916","$7,000",100 S. Reynolds St.,,,,,,,,,,,no
Ashland,public,Ashland,Nebraska,United States,"Mar 18, 1911","$5,500",207 N. 15th St.,,,"https://en.wikipedia.org/wiki/Ashland_Public_Library_(Ashland,_Nebraska)",wikipedia-list,File:Ashland_library_from_NW_2.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Ashland_library_from_NW_2.JPG/1920px-Ashland_library_from_NW_2.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Ammodramus,Public domain,,https://commons.wikimedia.org/wiki/File:Ashland_library_from_NW_2.JPG,yes
Aurora,public,Aurora,Nebraska,United States,"Dec 2, 1909","$10,000",812 12th St,,,,,,,,,,,no
Beatrice,public,Beatrice,Nebraska,United States,"Mar 14, 1902","$23,000",220 N. 5th St.,,,https://en.wikipedia.org/wiki/Beatrice_City_Library,wikipedia-list,"File:Beatrice,_Nebraska_Carnegie_library_from_W_1.JPG",https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Beatrice%2C_Nebraska_Carnegie_library_from_W_1.JPG/1920px-Beatrice%2C_Nebraska_Carnegie_library_from_W_1.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Ammodramus,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,"https://commons.wikimedia.org/wiki/File:Beatrice,_Nebraska_Carnegie_library_from_W_1.JPG",yes
Blair,public,Blair,Nebraska,United States,"Mar 31, 1916","$10,000",Built at corner of 5th and Lincoln St. In 1958 5th St was renamed 17th St.,,,,,,,,,,,no
Bloomfield,public,Bloomfield,Nebraska,United States,"Jan 2, 1913","$5,000",,,,,,,,,,,,no
Broken Bow,public,Broken Bow,Nebraska,United States,"Jul 23, 1914","$10,000",255 S. 10th St.,,,https://en.wikipedia.org/wiki/Broken_Bow_Carnegie_Library,wikipedia-list,"File:Broken_Bow,_Nebraska_Carnegie_library_from_NE.JPG",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Broken_Bow%2C_Nebraska_Carnegie_library_from_NE.JPG/1920px-Broken_Bow%2C_Nebraska_Carnegie_library_from_NE.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Ammodramus,Public domain,,"https://commons.wikimedia.org/wiki/File:Broken_Bow,_Nebraska_Carnegie_library_from_NE.JPG",yes
Burwell,public,Burwell,Nebraska,United States,"May 21, 1913","$5,000",110 S. 7th Ave.,,,https://en.wikipedia.org/wiki/Burwell_Carnegie_Library,wikipedia-list,"File:Burwell,_Nebraska_Carnegie_library_from_W.JPG",https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Burwell%2C_Nebraska_Carnegie_library_from_W.JPG/1920px-Burwell%2C_Nebraska_Carnegie_library_from_W.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Ammodramus,Public domain,,"https://commons.wikimedia.org/wiki/File:Burwell,_Nebraska_Carnegie_library_from_W.JPG",yes
Chadron,public,Chadron,Nebraska,United States,"Apr 16, 1910","$5,788",507 Bordeaux St.,,,https://en.wikipedia.org/wiki/Chadron_Public_Library,wikipedia-list,File:Chadron_Public_Library_from_SE_1.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Chadron_Public_Library_from_SE_1.JPG/1920px-Chadron_Public_Library_from_SE_1.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Ammodramus,Public domain,,https://commons.wikimedia.org/wiki/File:Chadron_Public_Library_from_SE_1.JPG,yes
Clarks,public,Clarks,Nebraska,United States,"May 3, 1917","$7,500",101 W Amity St,,,,wikipedia-list,File:ClarksNE_Library.jpg,https://upload.wikimedia.org/wikipedia/commons/3/32/ClarksNE_Library.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,User:Magicpiano,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:ClarksNE_Library.jpg,yes
Clay Center,public,Clay Center,Nebraska,United States,"Jan 6, 1915","$7,000",117 W Edgar St,,,,,,,,,,,no
Columbus,public,Columbus,Nebraska,United States,"Aug 11, 1913","$13,000",1470 25th Ave,,,https://en.wikipedia.org/wiki/Columbus_Carnegie_Library,commons-namesearch,"File:Old Carnegie Library building, Columbus, NE.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Old_Carnegie_Library_building%2C_Columbus%2C_NE.jpg/1920px-Old_Carnegie_Library_building%2C_Columbus%2C_NE.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Myotus,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,"https://commons.wikimedia.org/wiki/File:Old_Carnegie_Library_building,_Columbus,_NE.jpg",yes
Cozad,public,Cozad,Nebraska,United States,"Sep 14, 1917","$6,000",,,,,,,,,,,,no
Crete [5],public,Crete,Nebraska,United States,"Aug 11, 1913","$10,000","305 East 13th Street, Crete, Nebraska 68333",,,,,,,,,,,no
David City,public,David City,Nebraska,United States,"Nov 9, 1916","$10,000",360 E St,,,,,,,,,,,no
Dewitt,public,De Witt,Nebraska,United States,"Nov 14, 1906","$3,000",,,,,,,,,,,,no
Fairbury,public,Fairbury,Nebraska,United States,"Dec 24, 1907","$12,500",601 7th St.,,,https://en.wikipedia.org/wiki/Fairbury_Public-Carnegie_Library,wikipedia-list,"File:Fairbury,_Nebraska_Carnegie_library_from_SE_1.JPG",https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Fairbury%2C_Nebraska_Carnegie_library_from_SE_1.JPG/1920px-Fairbury%2C_Nebraska_Carnegie_library_from_SE_1.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Ammodramus,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,"https://commons.wikimedia.org/wiki/File:Fairbury,_Nebraska_Carnegie_library_from_SE_1.JPG",yes
Fairfield,public,Fairfield,Nebraska,United States,"Jan 9, 1913","$6,000",412 N. D St.,,,https://en.wikipedia.org/wiki/Fairfield_Carnegie_Library,wikipedia-list,"File:Fairfield,_Nebraska_library_from_W_1.JPG",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Fairfield%2C_Nebraska_library_from_W_1.JPG/1920px-Fairfield%2C_Nebraska_library_from_W_1.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Ammodramus,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,"https://commons.wikimedia.org/wiki/File:Fairfield,_Nebraska_library_from_W_1.JPG",yes
Franklin,public,Franklin,Nebraska,United States,"Sep 29, 1915","$5,000",1401 L St,,,,,,,,,,,no
Fremont,public,Fremont,Nebraska,United States,"Dec 30, 1901",15000,Southeast corner of Military and Park,,,,,,,,,,,no
Fullerton,public,Fullerton,Nebraska,United States,"Jul 13, 1912","$6,000",402 Fuller St,,,,,,,,,,,no
Geneva,public,Geneva,Nebraska,United States,"Jan 31, 1911","$8,000",1043 G St,,,,,,,,,,,no
Gibbon,public,Gibbon,Nebraska,United States,"May 17, 1912","$6,000",,,,,,,,,,,,no
Gothenburg,public,Gothenburg,Nebraska,United States,"Jan 14, 1914","$8,000",1104 Lake Av,,,,wikipedia-list,File:Gothenburg_Carnegie_library_from_SE_2.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Gothenburg_Carnegie_library_from_SE_2.JPG/1920px-Gothenburg_Carnegie_library_from_SE_2.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Ammodramus,Public domain,,https://commons.wikimedia.org/wiki/File:Gothenburg_Carnegie_library_from_SE_2.JPG,yes
Grand Island,public,Grand Island,Nebraska,United States,"Apr 26, 1902","$20,000",321 W. 2nd St.,,,https://en.wikipedia.org/wiki/Grand_Island_Carnegie_Library,wikipedia-list,File:Grand_Island_Carnegie_library_from_NW.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Grand_Island_Carnegie_library_from_NW.JPG/1920px-Grand_Island_Carnegie_library_from_NW.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Ammodramus,Public domain,,https://commons.wikimedia.org/wiki/File:Grand_Island_Carnegie_library_from_NW.JPG,yes
Hartington,public,Hartington,Nebraska,United States,"Mar 11, 1914","$8,000",106 S Broadway,,,,,,,,,,,no
Harvard,public,Harvard,Nebraska,United States,"Jun 11, 1914","$6,000",309 N Clay Ave,,,,,,,,,,,no
Hastings,public,Hastings,Nebraska,United States,"Dec 27, 1902","$15,000",Southeast corner of Denver Ave and 4th street,,,,,,,,,,,no
Havelock,public,Havelock,Nebraska,United States,"Mar 24, 1906","$7,000",4308 N 63rd,,,,,,,,,,,no
Holdrege,public,Holdrege,Nebraska,United States,"Nov 16, 1904","$8,500",604 East Av,,,,,,,,,,,no
Kearney,public,Kearney,Nebraska,United States,"Jan 13, 1903","$12,000",Southwest corner of 21st St and 1st Ave,,,,,,,,,,,no
Lexington,public,Lexington,Nebraska,United States,"Nov 9, 1916","$10,000",705 N Washington St,,,,,,,,,,,no
Lincoln Main,public,Lincoln,Nebraska,United States,"Dec 20, 1899","$87,000",136 South 14th Street,,,,,,,,,,,no
Lincoln Branch,public,Lincoln,Nebraska,United States,"Dec 20, 1899","$10,000 [7]",2121 N 27th St,,,,,,,,,,,no
Loup City,public,Loup City,Nebraska,United States,"Mar 31, 1916","$8,000",652 N St.,,,https://en.wikipedia.org/wiki/Loup_City_Township_Carnegie_Library,wikipedia-list,File:Loup_City_Carnegie_Library_from_S.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Loup_City_Carnegie_Library_from_S.JPG/1920px-Loup_City_Carnegie_Library_from_S.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Ammodramus,Public domain,,https://commons.wikimedia.org/wiki/File:Loup_City_Carnegie_Library_from_S.JPG,yes
Madison,public,Madison,Nebraska,United States,"Jan 31, 1911","$6,000",W 3rd and Kent,,,"https://en.wikipedia.org/wiki/Madison,_Nebraska_Public_Library",wikipedia-list,"File:Madison,_Nebraska_library_from_SW.JPG",https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Madison%2C_Nebraska_library_from_SW.JPG/1920px-Madison%2C_Nebraska_library_from_SW.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Ammodramus,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,"https://commons.wikimedia.org/wiki/File:Madison,_Nebraska_library_from_SW.JPG",yes
McCook,public,McCook,Nebraska,United States,"Dec 8, 1905","$11,000",423 Norris Ave.,,,https://en.wikipedia.org/wiki/McCook_Public-Carnegie_Library,wikipedia-list,"File:McCook,_Nebraska_Carnegie_library_from_W.JPG",https://upload.wikimedia.org/wikipedia/commons/7/71/McCook%2C_Nebraska_Carnegie_library_from_W.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Ammodramus,Public domain,,"https://commons.wikimedia.org/wiki/File:McCook,_Nebraska_Carnegie_library_from_W.JPG",yes
Neligh,public,Neligh,Nebraska,United States,"Dec 14, 1908","$5,000",510 Main Street,,,,,,,,,,,no
Norfolk,public,Norfolk,Nebraska,United States,"Dec 13, 1907","$10,000",803 W. Norfolk Ave.,,,https://en.wikipedia.org/wiki/Norfolk_Carnegie_Library,wikipedia-list,File:Norfolk_Carnegie_Library_fromNE_1.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Norfolk_Carnegie_Library_fromNE_1.JPG/1920px-Norfolk_Carnegie_Library_fromNE_1.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Ammodramus,Public domain,,https://commons.wikimedia.org/wiki/File:Norfolk_Carnegie_Library_fromNE_1.JPG,yes
North Bend,public,North Bend,Nebraska,United States,"Dec 7, 1911","$7,500",140 E. 8th St.,,,https://en.wikipedia.org/wiki/North_Bend_Carnegie_Library,wikipedia-list,File:North_Bend_Carnegie_library_from_SE.JPG,https://upload.wikimedia.org/wikipedia/commons/8/81/North_Bend_Carnegie_library_from_SE.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Ammodramus,Public domain,,https://commons.wikimedia.org/wiki/File:North_Bend_Carnegie_library_from_SE.JPG,yes
North Platte,public,North Platte,Nebraska,United States,"Apr 8, 1910","$12,000",314 N Jeffers St,,,,,,,,,,,no
O'Neill,public,O'Neill,Nebraska,United States,"May 17, 1912","$10,000",601 E Douglas,,,,,,,,,,,no
Pawnee City,public,Pawnee City,Nebraska,United States,"Dec 30, 1904","$7,000",730 G St.,,,https://en.wikipedia.org/wiki/Pawnee_City_Carnegie_Library,wikipedia-list,File:Pawnee_City_library_from_W_1.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Pawnee_City_library_from_W_1.JPG/1920px-Pawnee_City_library_from_W_1.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Ammodramus,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,https://commons.wikimedia.org/wiki/File:Pawnee_City_library_from_W_1.JPG,yes
Pierce,public,Pierce,Nebraska,United States,"Mar 29, 1911","$4,000",200 E Willow St,,,,,,,,,,,no
Plainview,public,Plainview,Nebraska,United States,"Dec 3, 1915","$6,000",102 S. Main St.,,,https://en.wikipedia.org/wiki/Plainview_Carnegie_Library,wikipedia-list,"File:Plainview,_Nebraska_library_from_E_1.JPG",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Plainview%2C_Nebraska_library_from_E_1.JPG/1920px-Plainview%2C_Nebraska_library_from_E_1.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Ammodramus,Public domain,,"https://commons.wikimedia.org/wiki/File:Plainview,_Nebraska_library_from_E_1.JPG",yes
Plattsmouth,public,Plattsmouth,Nebraska,United States,"Jun 1, 1915","$12,500",401 Avenue A,,,,,,,,,,,no
Ponca,public,Ponca,Nebraska,United States,"Apr 25, 1911","$4,500",203 2nd St,,,,,,,,,,,no
Randolph,public,Randolph,Nebraska,United States,"Nov 9, 1916","$6,000",,,,,,,,,,,,no
Ravenna,public,Ravenna,Nebraska,United States,"Nov 9, 1916","$7,500",121 W Seneca St,,,,,,,,,,,no
Schuyler,public,Schuyler,Nebraska,United States,"Mar 29, 1911","$9,000",1003 B St.,,,https://en.wikipedia.org/wiki/Schuyler_Carnegie_Library,wikipedia-list,"File:Schuyler,_Nebraska_Carnegie_library_from_NE_2.JPG",https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Schuyler%2C_Nebraska_Carnegie_library_from_NE_2.JPG/1920px-Schuyler%2C_Nebraska_Carnegie_library_from_NE_2.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Ammodramus,Public domain,,"https://commons.wikimedia.org/wiki/File:Schuyler,_Nebraska_Carnegie_library_from_NE_2.JPG",yes
Scottsbluff,public,Scottsbluff,Nebraska,United States,"Jun 6, 1917","$15,000",106 E. 18th St.,,,https://en.wikipedia.org/wiki/Scottsbluff_Carnegie_Library,wikipedia-list,File:Scottsbluff_Carnegie_Library_N_entrance.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Scottsbluff_Carnegie_Library_N_entrance.JPG/1920px-Scottsbluff_Carnegie_Library_N_entrance.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Ammodramus,Public domain,,https://commons.wikimedia.org/wiki/File:Scottsbluff_Carnegie_Library_N_entrance.JPG,yes
Seward,public,Seward,Nebraska,United States,"Apr 3, 1912","$8,000",204 S 5th St,,,,commons-namesearch,"File:Seward, Nebraska Carnegie library from W 1.JPG",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Seward%2C_Nebraska_Carnegie_library_from_W_1.JPG/1920px-Seward%2C_Nebraska_Carnegie_library_from_W_1.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Ammodramus,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,"https://commons.wikimedia.org/wiki/File:Seward,_Nebraska_Carnegie_library_from_W_1.JPG",yes
Shelton,public,Shelton,Nebraska,United States,"Apr 2, 1913","$9,000",313 C St,,,,,,,,,,,no
Sidney,public,Sidney,Nebraska,United States,"Jul 9, 1913","$6,500",740 Illinois St.,,,https://en.wikipedia.org/wiki/Sidney_Carnegie_Library,wikipedia-list,"File:Sidney,_Nebraska_Carnegie_library_from_SW_3.JPG",https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Sidney%2C_Nebraska_Carnegie_library_from_SW_3.JPG/1920px-Sidney%2C_Nebraska_Carnegie_library_from_SW_3.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Ammodramus,Public domain,,"https://commons.wikimedia.org/wiki/File:Sidney,_Nebraska_Carnegie_library_from_SW_3.JPG",yes
South Omaha,public,Omaha,Nebraska,United States,"Jun 21, 1901","$50,000",2302 M Street,,,https://en.wikipedia.org/wiki/Omaha_Public_Library_branches#First_building,,,,,,,,no
Spencer,public,Spencer,Nebraska,United States,"Dec 3, 1915","$8,000",110 W Main,,,,,,,,,,,no
Stanton,public,Stanton,Nebraska,United States,"Apr 13, 1914","$8,000",1009 Jackpine St.,,,https://en.wikipedia.org/wiki/Stanton_Carnegie_Library,,,,,,,,no
Stromsburg,public,Stromsburg,Nebraska,United States,"Mar 16, 1915","$7,500",5th and Commercial,,,,,,,,,,,no
Superior,public,Superior,Nebraska,United States,"Dec 24, 1907","$7,000",354 N Commercial Ave,,,,wikipedia-list,"File:Superior,_Nebraska_Carnegie_Library.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Superior%2C_Nebraska_Carnegie_Library.jpg/1920px-Superior%2C_Nebraska_Carnegie_Library.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Ammodramus,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,"https://commons.wikimedia.org/wiki/File:Superior,_Nebraska_Carnegie_Library.jpg",yes
Sutton,public,Sutton,Nebraska,United States,"Feb 1, 1909","$5,700",,,,,,,,,,,,no
Tecumseh,public,Tecumseh,Nebraska,United States,"Nov 14, 1906","$6,000",136 N 5th St,,,,,,,,,,,no
Tekamah,public,Tekamah,Nebraska,United States,"Nov 17, 1914","$8,000",204 S. 13th St.,,,https://en.wikipedia.org/wiki/Tekamah_Carnegie_Library,wikipedia-list,File:Tekamah_Carnegie_Library_from_SE_1.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Tekamah_Carnegie_Library_from_SE_1.JPG/1920px-Tekamah_Carnegie_Library_from_SE_1.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Ammodramus,Public domain,,https://commons.wikimedia.org/wiki/File:Tekamah_Carnegie_Library_from_SE_1.JPG,yes
University Place,public,University Place,Nebraska,United States,"Mar 16, 1915","$12,500",2820 N 48th St,,,,,,,,,,,no
Wayne,public,Wayne,Nebraska,United States,"Jan 6, 1911","$9,000",410 Main St,,,,,,,,,,,no
Wymore,public,Wymore,Nebraska,United States,"Sep 25, 1914","$10,000",116 W F St,,,,,,,,,,,no
