name,kind,city,region,country,date_granted,grant,date_opened,address,lat,lon,image_file,wikipedia_url,notes,section,source_page
Britt,public,Britt,Iowa,United States,"Mar 31, 1916","$8,000",,,,,,,"Dedicated June 20, 1918, this building was razed in 1968.",Public libraries,List of Carnegie libraries in Iowa
Carroll,public,Carroll,Iowa,United States,"Feb 12, 1903","$10,000",,123 E. 6th St.,42.066132,-94.866879,,"https://en.wikipedia.org/wiki/Carnegie_Library_Building_(Carroll,_Iowa)","Dedicated September 2, 1905, this building is now the Carroll County Historical Museum.",Public libraries,List of Carnegie libraries in Iowa
Cedar Falls,public,Cedar Falls,Iowa,United States,"Mar 14, 1902","$15,000",,Main St. & W. 6th St.,42.533319,-92.445509,,,"Dedicated on September 24, 1903, this building housed the library for Cedar Falls until 2004, when it was demolished for construction of a new library.",Public libraries,List of Carnegie libraries in Iowa
Cedar Rapids,public,Cedar Rapids,Iowa,United States,"Feb 19, 1901","$75,000",,410 3rd Ave. SE,41.978938,-91.664579,Cedar_rapids_Museum_of_Art_-_panoramio.jpg,https://en.wikipedia.org/wiki/Cedar_Rapids_Public_Library,"Now the Cedar Rapids Museum of Art, this Josselyn and Taylor building opened on June 23, 1905 and served as the library until 1985.",Public libraries,List of Carnegie libraries in Iowa
Chariton,public,Chariton,Iowa,United States,"Jan 13, 1903","$11,000",,803 Braden Ave.,41.016158,-93.304996,Chariton_Free_Public_Library_2012-09-27_19-31-24.jpg,https://en.wikipedia.org/wiki/Chariton_Public_Library,"A Patton and Miller work, this building opened October 28, 1904.",Public libraries,List of Carnegie libraries in Iowa
Charles City,public,Charles City,Iowa,United States,"Jan 2, 1903","$12,500",,301 N. Jackson St.,43.069248,-92.679141,,,"Now the Charles City Art Center, this library opened November 24, 1904 and was designed by Patton and Miller.",Public libraries,List of Carnegie libraries in Iowa
Cherokee,public,Cherokee,Iowa,United States,"Jan 6, 1903","$12,000",,215 S. 2nd St.,42.750794,-95.551357,CherokeeIA_Library.jpg,https://en.wikipedia.org/wiki/Cherokee_Public_Library,"Dedicated May 2, 1905, this building was designed by Wetherall and Gage.",Public libraries,List of Carnegie libraries in Iowa
Clarinda,public,Clarinda,Iowa,United States,"Feb 21, 1907","$15,000",,300 N. 16th St.,40.740917,-95.037854,Clarinda_Carnegie_Library.jpg,https://en.wikipedia.org/wiki/Clarinda_Carnegie_Library,"Dedicated April 15, 1909, this building served the city until 2004 and now houses an art museum.",Public libraries,List of Carnegie libraries in Iowa
Clear Lake,public,Clear Lake,Iowa,United States,"Mar 31, 1916","$8,500",,200 N. 4th St.,43.138636,-93.382545,,,"Opened June 7, 1918, this library was expanded in 2002 by adjoining with a neighboring building.",Public libraries,List of Carnegie libraries in Iowa
Clinton,public,Clinton,Iowa,United States,"Aug 24, 1901","$45,000",,306 8th Ave. S.,41.838395,-90.190995,"Clinton_Public_Library_-_Clinton,_Iowa.JPG",https://en.wikipedia.org/wiki/Clinton_Public_Library,"Opened November 8, 1904, this building was designed by Patton and Miller.",Public libraries,List of Carnegie libraries in Iowa
Colfax,public,Colfax,Iowa,United States,"Dec 2, 1904","$6,500",,25 W. Division St.,41.677656,-93.245451,,,"Opened May 14, 1913.",Public libraries,List of Carnegie libraries in Iowa
Corydon,public,Corydon,Iowa,United States,"Nov 7, 1917","$8,000",,102 N. DeKalb St.,40.757806,-93.320339,,,"Dedicated June 20, 1919, this was the final Carnegie library granted and opened in Iowa. It was designed by Proudfoot, Bird, and Rawson of Des Moines and used until August 12, 1977; the building is now a school.",Public libraries,List of Carnegie libraries in Iowa
Council Bluffs,public,Council Bluffs,Iowa,United States,"Jan 6, 1903","$70,000",,200 Pearl St. S.,41.259001,-95.851057,UPRR_Museum.JPG,https://en.wikipedia.org/wiki/Council_Bluffs_Public_Library,"Opened on September 12, 1905, this Beaux-Arts building was the Council Bluffs library until 1998, when it was extensively renovated and became the Union Pacific Railroad Museum. It was the largest of the 17 Carnegie libraries Patton and Miller designed in Iowa. [4]",Public libraries,List of Carnegie libraries in Iowa
Cresco,public,Cresco,Iowa,United States,"Feb 13, 1913","$17,500",,320 N. Elm St.,43.374859,-92.116263,,,"Dedicated February 10, 1915, this building by local architect J.H. Howe is unusual among Carnegie libraries for resulting from a community grant—Cresco joined with six additional townships to receive its grant. [5]",Public libraries,List of Carnegie libraries in Iowa
Davenport,public,Davenport,Iowa,United States,"Dec 2, 1899","$75,000",,399 N. Main St.,41.524291,-90.575516,Davenport_Carnegie_Library.jpg,https://en.wikipedia.org/wiki/Davenport_Public_Library,"This Calvin Kiessling design was opened May 11, 1904, five years after local novelist Alice French lobbied Carnegie for a grant. It was condemned and demolished in 1966.",Public libraries,List of Carnegie libraries in Iowa
Denison,public,Denison,Iowa,United States,"Mar 14, 1902","$12,500",,1403 1st Ave. S.,42.016413,-95.353732,,,"A Cox and Schoentgen design which opened on August 10, 1904, this building was extensively renovated in 1985; the original rooms are used only as meeting rooms today. [6]",Public libraries,List of Carnegie libraries in Iowa
DeWitt,public,DeWitt,Iowa,United States,"Apr 8, 1907","$7,116",,510 9th St.,41.824805,-90.537622,,,This building was converted to City Hall in the late 1980s when a new library was built for DeWitt. C.R. Spink of Davenport was the architect; Large Brothers of DeWitt was the builder. [7],Public libraries,List of Carnegie libraries in Iowa
Dubuque,public,Dubuque,Iowa,United States,"Jan 12, 1901","$71,500",,360 W. 11th St.,42.502794,-90.670230,Dubuque_IA_-_Public_Library.jpg,https://en.wikipedia.org/wiki/Carnegie-Stout_Public_Library,"Opened October 20, 1902, this Spencer and Williamson design is the largest Carnegie building in Iowa still in use as a library.",Public libraries,List of Carnegie libraries in Iowa
Dunlap,public,Dunlap,Iowa,United States,"May 2, 1911","$10,000",,116 Iowa Ave.,41.855066,-95.602942,,,This building was designed by Barber and Glenn of nearby Denison. It is now a church.,Public libraries,List of Carnegie libraries in Iowa
Eagle Grove,public,Eagle Grove,Iowa,United States,"Apr 26, 1902","$10,000",,401 W. Broadway St.,42.664687,-93.905962,Original_Eagle_Grove_Public_Library.JPG,https://en.wikipedia.org/wiki/Eagle_Grove_Public_Library,"Opened on September 15, 1903, this Smith and Gage design was a library until 1976. It is now the Eagle Grove Historical Museum.",Public libraries,List of Carnegie libraries in Iowa
Eldon,public,Eldon,Iowa,United States,"Mar 18, 1911","$7,500",,608 W. Elm St.,40.919950,-92.224367,"Eldon_Carnegie_Public_Library_(Eldon,_Iowa).jpg",https://en.wikipedia.org/wiki/Eldon_Public_Library,"This Wetherall and Gage building was opened on May 9, 1913.",Public libraries,List of Carnegie libraries in Iowa
Eldora,public,Eldora,Iowa,United States,"Dec 30, 1901","$10,000",,1219 14th Ave.,42.360351,-93.098531,Eldora_Public_Library_Building.JPG,https://en.wikipedia.org/wiki/Former_Eldora_Public_Library,"Opened May 11, 1903, this Patton and Miller work is unusually asymmetrical. It is now a private business.",Public libraries,List of Carnegie libraries in Iowa
Emmetsburg,public,Emmetsburg,Iowa,United States,"Feb 20, 1911","$10,000",,2008 10th St.,43.113108,-94.673803,EmmetsburgCarnegieLibrary.jpg,https://en.wikipedia.org/wiki/Emmetsburg_Public_Library,"The work of architect A. T. Simmons, this building was dedicated December 13, 1912 and now houses the Iowa State University Extension Service.",Public libraries,List of Carnegie libraries in Iowa
Estherville,public,Estherville,Iowa,United States,"Feb 15, 1902","$10,000",,613 Central Ave.,43.402616,-94.836452,EvillePublicLibrary.jpg,,This building was greatly expanded in 1992.,Public libraries,List of Carnegie libraries in Iowa
Fairfield,public,Fairfield,Iowa,United States,"Jan 15, 1892","$30,000",,112 S. Court St.,41.005763,-91.962454,Fairfield_library.jpeg,https://en.wikipedia.org/wiki/Fairfield_Public_Library,"The fifth Carnegie library in the United States to be commissioned and the first outside of Western Pennsylvania. Fairfield's grant effort was spurred by Senator James F. Wilson. The Richardsonian Romanesque work is now operated by Indian Hills Community College as a satellite campus building, as a new library was built in 1996.",Public libraries,List of Carnegie libraries in Iowa
Fort Dodge,public,Fort Dodge,Iowa,United States,"Jan 10, 1901","$30,000",,605 1st Ave. N.,42.506528,-94.190168,,,"This building was designed by Milwaukee architects H. C. Koch and Son and was dedicated October 15, 1903. It operated until November 20, 2000, when a new library opened. It is currently being renovated to become an apartment complex. [8]",Public libraries,List of Carnegie libraries in Iowa
Garner,public,Garner,Iowa,United States,"Jun 11, 1914","$6,500",,,,,,,"Dedicated August 13, 1914, this building was razed in 1977 or 1978.",Public libraries,List of Carnegie libraries in Iowa
Glenwood,public,Glenwood,Iowa,United States,"Jul 27, 1903","$7,500",,109 N. Vine St.,41.048126,-95.741837,,,"Opening February 4, 1907, this building was greatly renovated and modernized (for that time) in the early 1980s.",Public libraries,List of Carnegie libraries in Iowa
Greenfield,public,Greenfield,Iowa,United States,"Sep 29, 1915","$7,500",,SE Kent St. and S. 1st St.,41.303087,-94.460428,,,"Omaha architect Lloyd Willis designed this Colonial Revival building which was dedicated November 27, 1916. The building was used as a library until 1997.",Public libraries,List of Carnegie libraries in Iowa
Grundy Center,public,Grundy Center,Iowa,United States,"Apr 8, 1910","$6,000",,,,,,,"Designed by Conrad architect John R. Gier and opening November 6, 1912, this building was torn down to build Grundy Center's new library.",Public libraries,List of Carnegie libraries in Iowa
Hamburg,public,Hamburg,Iowa,United States,"Dec 3, 1915","$9,000",,1301 Main St.,40.6071917,-95.6571750,"Hamburg,_Iowa_public_library_from_NE_1.JPG","https://en.wikipedia.org/wiki/Hamburg_Public_Library_(Hamburg,_Iowa)","Designed by architects Sawyer and Watrous, this library was dedicated on June 9, 1919.",Public libraries,List of Carnegie libraries in Iowa
Hampton,public,Hampton,Iowa,United States,"Mar 14, 1902","$10,000",,4 S. Federal St.,42.7416000,-93.2071500,,,"Dedicated October 6, 1905, [9] this building is the design of Liebbe, Nourse, and Rasmussen.",Public libraries,List of Carnegie libraries in Iowa
Hawarden,public,Hawarden,Iowa,United States,"Oct 3, 1901","$5,000",,803 10th St.,42.9965222,-96.4833833,,,"A Smith and Gage design, this building was dedicated April 30, 1903, and was renovated in 1971 and 1991. [10]",Public libraries,List of Carnegie libraries in Iowa
Humboldt,public,Humboldt,Iowa,United States,"Dec 13, 1906","$10,000",,30 N. 6th St.,42.7219694,-94.2165194,Humboldt_Public_Library.jpg,https://en.wikipedia.org/wiki/Humboldt_Public_Library,"Designed by Hawlett and Rawson, this library was dedicated on February 9, 1909. An addition was built in 1992.",Public libraries,List of Carnegie libraries in Iowa
Indianola,public,Indianola,Iowa,United States,"Jan 13, 1903","$12,000",,106 W. Boston Ave.,41.3626306,-93.5619639,Indianola_Carnegie_Library_Iowa_2019-2184.jpg,https://en.wikipedia.org/wiki/Indianola_Carnegie_Library,"Dedicated on May 31, 1904, this building was in use as a library until 1984. It was designed by local architects Beymer and Keith. Today it houses the offices of the Des Moines Metro Opera.",Public libraries,List of Carnegie libraries in Iowa
Iowa City,public,Iowa City,Iowa,United States,"Mar 14, 1902","$35,000",,212 S. Linn St.,41.6587694,-91.531417,,https://en.wikipedia.org/wiki/Iowa_City_Public_Library,"Dedicated October 29, 1904, this building served Iowa City as a library until 1981, though an addition was added in 1963. It is now home to commercial offices.",Public libraries,List of Carnegie libraries in Iowa
Iowa Falls,public,Iowa Falls,Iowa,United States,"Mar 20, 1903","$10,000",,520 Rocksylvania Ave.,42.5215333,-93.2637556,Carnegie_ellsworth_library.jpg,https://en.wikipedia.org/wiki/Carnegie-Ellsworth_Public_Library,"Dedicated August 9, 1904, this library has since 2000 been an art and history museum.",Public libraries,List of Carnegie libraries in Iowa
Jefferson,public,Jefferson,Iowa,United States,"Feb 2, 1903","$10,000",,200 W. Lincolnway St.,42.0155528,-94.3764000,,,"The design of Hawlett and Rawson, this library was dedicated April 19, 1904. An addition was added in 1967, and the building was renovated again in 1990. [11]",Public libraries,List of Carnegie libraries in Iowa
Knoxville,public,Knoxville,Iowa,United States,"Nov 30, 1910","$10,000",,213 E. Montgomery St.,41.3173278,-93.0968250,,,"This building was dedicated July 2, 1913.",Public libraries,List of Carnegie libraries in Iowa
Lake City,public,Lake City,Iowa,United States,"May 8, 1908","$7,500",,120 N. Illinois St.,42.2675444,-94.7323722,LakeCityIA_FormerCarnegieLibrary.jpg,"https://en.wikipedia.org/wiki/Lake_City_Public_Library_(Lake_City,_Iowa)","This design of Edgar Lee Barber opened April 23, 1909. It is now a private restaurant.",Public libraries,List of Carnegie libraries in Iowa
Laurens,public,Laurens,Iowa,United States,"Feb 6, 1907","$3,800",,263 N. 3rd St.,42.8495889,-94.8513639,LaurensCarnegieFreeLib_(2).png,https://en.wikipedia.org/wiki/Laurens_Carnegie_Free_Library,"A Wetherell and Gage design, this building was dedicated on October 8, 1910.",Public libraries,List of Carnegie libraries in Iowa
Le Mars,public,Le Mars,Iowa,United States,"Jan 22, 1903","$12,500",,200 Central Ave. SE,42.7910389,-96.1660861,LeMarsIA_FormerPublicLibrary.jpg,https://en.wikipedia.org/wiki/Le_Mars_Public_Library,"This building, designed by John Werling, was dedicated on January 1, 1904. It is now an art center.",Public libraries,List of Carnegie libraries in Iowa
Leon,public,Leon,Iowa,United States,"Apr 20, 1905","$6,000",,200 W. 1st St.,40.7395361,-93.7501778,Leon_Pub_Library_P6070885.jpg,,"This library opened and was dedicated on November 1, 1906.",Public libraries,List of Carnegie libraries in Iowa
Logan,public,Logan,Iowa,United States,"Dec 3, 1915","$10,000",,121 E. 6th St.,41.6442556,-95.7899889,,,"This building was dedicated on December 28, 1920, and has served the community continuously since then.",Public libraries,List of Carnegie libraries in Iowa
Malvern,public,Malvern,Iowa,United States,"Sep 29, 1915","$8,000",,502 Main St.,41.0038194,-95.5848639,,,"This building was opened on June 2, 1917. This library was remodeled in 2006 by expanding the original structure with additional wings.",Public libraries,List of Carnegie libraries in Iowa
Manchester,public,Manchester,Iowa,United States,"Apr 11, 1902","$10,000",,374 N. Franklin St.,42.4864361,-91.4579417,,,This library was opened in March 1903. An addition was completed in 1993. [12],Public libraries,List of Carnegie libraries in Iowa
Maquoketa,public,Maquoketa,Iowa,United States,"Mar 14, 1902","$12,500",,126 S. Second St.,42.0697472,-90.666861,Maquoketa_Public_Library.JPG,https://en.wikipedia.org/wiki/Maquoketa_Public_Library,"Dedicated January 19, 1904, this work by architect Harry Netcott completed an expansion in 1998. [13]",Public libraries,List of Carnegie libraries in Iowa
Marengo,public,Marengo,Iowa,United States,"Mar 27, 1903","$10,000",,235 E. Hilton St.,41.7988472,-92.0682194,Marengo_Public_Library.jpg,,"One of many Patton and Miller designs, this building was dedicated on August 4, 1905. A renovation and addition was completed in May 2007. [14]",Public libraries,List of Carnegie libraries in Iowa
Marion,public,Marion,Iowa,United States,"Jan 22, 1903","$11,500",,1298 7th Ave.,42.0336028,-91.596000,Marion_Carnegie_Public_Library_-_Marion_Iowa.jpg,https://en.wikipedia.org/wiki/Marion_Carnegie_Public_Library,"Dedicated on March 6, 1905, this Dieman and Fiske design now houses offices for the United Methodist Church.",Public libraries,List of Carnegie libraries in Iowa
Marshalltown,public,Marshalltown,Iowa,United States,"Dec 30, 1901","$30,000",,36 N. Center St.,42.0502000,-92.913222,Andrew_Carnegie_Library_in_Marshalltown.jpg,,"An unusual Carnegie library built on a corner, this Patton and Miller design served as a library from April 22, 1903, until December 2008. [15]",Public libraries,List of Carnegie libraries in Iowa
Mason City,public,Mason City,Iowa,United States,"Apr 11, 1902","$20,000",,208 E. State St.,43.1520750,-93.1974083,OldLibraryMasonCityIA.jpg,https://en.wikipedia.org/wiki/Mason_City_Public_Library,"A Patton and Miller design, this library was dedicated on January 10, 1905, but by 1940 a new library was opened. It now houses private businesses. [16]",Public libraries,List of Carnegie libraries in Iowa
Missouri Valley,public,Missouri Valley,Iowa,United States,"Feb 1, 1909","$10,000",,119 N. Fifth St.,41.5572139,-95.8891000,,,"Dedicated on January 2, 1912, this library completed an addition in 2004. [17]",Public libraries,List of Carnegie libraries in Iowa
Montezuma,public,Montezuma,Iowa,United States,"May 3, 1917","$8,000",,200 S. 3rd St.,41.5852444,-92.5250861,,,"This library was designed by Wetherall and Gage and was dedicated April 16, 1919, and is now home to the Poweshiek County Historical & Genealogical Society.",Public libraries,List of Carnegie libraries in Iowa
Monticello,public,Monticello,Iowa,United States,"Feb 12, 1903","$10,500",,205 E. Grand St.,42.2379694,-91.1881528,,,"Dedicated on May 27, 1904, this Patton and Miller library was designated one of Iowa's seven most endangered historic properties in 2005. [18]",Public libraries,List of Carnegie libraries in Iowa
Mount Ayr,public,Mount Ayr,Iowa,United States,"Sep 29, 1915","$8,000",,121 W. Monroe St.,40.7136139,-94.2386306,Mt_Ayrs_Pub_Library_P6070880.jpg,,"This library was dedicated on January 1, 1917.",Public libraries,List of Carnegie libraries in Iowa
Mount Pleasant,public,Mount Pleasant,Iowa,United States,"Jan 13, 1903","$12,500",,200 N. Main St.,40.9683639,-91.5525583,MT_PLEASANT_PUBLIC_LIBRARY-1.jpg,https://en.wikipedia.org/wiki/Former_Mount_Pleasant_Public_Library,"Dedicated on February 22, 1905, this building's tower reflects a Romanesque style. It is now occupied by Southeastern Community College.",Public libraries,List of Carnegie libraries in Iowa
Nashua,public,Nashua,Iowa,United States,"Jan 19, 1905","$5,690",,220 Brasher St.,42.9531250,-92.5378639,,,"Dedicated on January 10, 1906, the Nashua library completed an addition in 1986. [19]",Public libraries,List of Carnegie libraries in Iowa
New Hampton,public,New Hampton,Iowa,United States,"Aug 15, 1908","$10,000",,7 N. Water Ave.,43.0596556,-92.3128528,,,"Dedicated on February 4, 1910, this building is now the Carnegie Cultural Center.",Public libraries,List of Carnegie libraries in Iowa
Newton,public,Newton,Iowa,United States,"Jan 22, 1902","$10,000",,400 1st Ave. W.,41.6998500,-93.0579917,,,"Designed by Hallett and Rawson, this building was opened December 22, 1902, and demolished in 1994.",Public libraries,List of Carnegie libraries in Iowa
Odebolt,public,Odebolt,Iowa,United States,"Mar 8, 1904","$4,000",,200 S. Walnut St.,42.3124972,-95.2533972,,,"Designed by George W. Burkhead of Sioux City, this library was opened on March 1, 1905. A major addition was completed in 1999. [20]",Public libraries,List of Carnegie libraries in Iowa
Onawa,public,Onawa,Iowa,United States,"Dec 13, 1907","$10,000",,707 Iowa Ave.,42.0272528,-96.0931639,"ONAWA_PUBLIC_LIBRARY,_MONINA_COUNTY,_IOWA.jpg",https://en.wikipedia.org/wiki/Onawa_Public_Library,"An excellent example of Prairie School architecture, this building was dedicated on October 22, 1909.",Public libraries,List of Carnegie libraries in Iowa
Osage,public,Osage,Iowa,United States,"Mar 27, 1905","$10,000",,806 Main St.,43.2846889,-92.8092806,,,"This building was dedicated on August 1, 1911 and now houses offices for the City of Osage.",Public libraries,List of Carnegie libraries in Iowa
Osceola,public,Osceola,Iowa,United States,"Dec 14, 1908","$11,000",,300 S. Fillmore St.,41.0319972,-93.7676889,,,"This building was dedicated on June 15, 1911.",Public libraries,List of Carnegie libraries in Iowa
Oskaloosa,public,Oskaloosa,Iowa,United States,"Mar 14, 1902","$22,000",,301 S. Market St.,41.2932694,-92.6454083,Oskaloosa_Public_Library_Facing_Market_Street.JPG,https://en.wikipedia.org/wiki/Oskaloosa_Public_Library,"Dedicated and opened on September 8, 1903, a 1997 addition doubled the size of this library. [21]",Public libraries,List of Carnegie libraries in Iowa
Ottumwa,public,Ottumwa,Iowa,United States,"Feb 16, 1900","$50,000",,102 W. 4th St.,41.0197917,-92.4114250,Ottumwa_Public_Library.JPG,https://en.wikipedia.org/wiki/Ottumwa_Public_Library,"Designed by Smith and Gage, this building was dedicated on September 24, 1902.",Public libraries,List of Carnegie libraries in Iowa
Pella,public,Pella,Iowa,United States,"Nov 24, 1905","$11,000",,825 Broadway St.,41.4074917,-92.9186722,Carnegie-Viersen_Public_Library.jpg,,"This building was dedicated on December 18, 1907, and served as a library until 1999. It is now Pella City Hall.",Public libraries,List of Carnegie libraries in Iowa
Perry,public,Perry,Iowa,United States,"Jan 13, 1903","$10,600",,1123 Willis Ave.,41.8396250,-94.1073861,Perry_Carnegie_Library_Entrance.jpg,https://en.wikipedia.org/wiki/Perry_Carnegie_Library_Building,"This building served as the library from its dedication on December 10, 1904, until the mid–1990s.",Public libraries,List of Carnegie libraries in Iowa
Red Oak,public,Red Oak,Iowa,United States,"Nov 27, 1906","$12,500",,400 N. Second St.,41.0082806,-95.2302389,Red_Oak_Public_Library.jpg,https://en.wikipedia.org/wiki/Red_Oak_Public_Library,"Dedicated and opened on October 8, 1909, this building is the design of Patton and Miller.",Public libraries,List of Carnegie libraries in Iowa
Reinbeck,public,Reinbeck,Iowa,United States,"Mar 31, 1916","$6,000",,501 Clark St.,42.3239361,-92.5995861,,,"Dedicated on November 7, 1917, this library constructed an addition in 1992. [22]",Public libraries,List of Carnegie libraries in Iowa
Rockwell City,public,Rockwell City,Iowa,United States,"Feb 10, 1908","$8,000",,426 5th St.,42.3946694,-94.6347917,,,"Dedicated June 3, 1909, this building was vacated when the library moved in 2008.",Public libraries,List of Carnegie libraries in Iowa
Sac City,public,Sac City,Iowa,United States,"Jan 6, 1911","$8,000",,615 W. Main St.,42.4227750,-94.9909889,,,"Dedicated February 24, 1913, this library was in use until 1985. It is now the Sac City Chamber of Commerce. [23]",Public libraries,List of Carnegie libraries in Iowa
Sanborn,public,Sanborn,Iowa,United States,"Mar 29, 1911","$4,000",,407 Main St.,43.1849333,-95.6557917,,,"This library was dedicated on May 22, 1912.",Public libraries,List of Carnegie libraries in Iowa
Sheldon,public,Sheldon,Iowa,United States,"Feb 28, 1906","$10,000",,321 10th St.,43.1805361,-95.8551750,"Carnegie_Library_-_Sheldon,_Iowa.jpg","https://en.wikipedia.org/wiki/Carnegie_Library_(Sheldon,_Iowa)","Built in the Beaux-Arts style, this library is now a museum.",Public libraries,List of Carnegie libraries in Iowa
Shenandoah,public,Shenandoah,Iowa,United States,"Jan 22, 1903","$10,000",,201 S. Elm St.,40.7656250,-95.3738389,,,"Dedicated August 1, 1905, this library has been twice expanded with additional wings. The latest expansion remodel was in 2012. [24]",Public libraries,List of Carnegie libraries in Iowa
Sibley,public,Sibley,Iowa,United States,"Sep 29, 1915","$10,000",,406 9th St.,43.401806,-95.7488111,,,"Dedicated December 11, 1917, this library was expanded in 1985. [25]",Public libraries,List of Carnegie libraries in Iowa
Sigourney,public,Sigourney,Iowa,United States,"Jan 2, 1913","$10,000",,203 N. Jefferson St.,41.3358417,-92.2042722,The_Sigourney_Public_Library.jpg,https://en.wikipedia.org/wiki/Sigourney_Public_Library,"This library, dedicated on May 18, 1914, served the community until 2005. It is now home to a private firm.",Public libraries,List of Carnegie libraries in Iowa
Sioux City Main,public,Sioux City,Iowa,United States,"Apr 8, 1911","$75,000",,6th St. and Jackson St.,42.4963972,-96.4020083,Sioux_City_Free_Public_Library_from_SW_2.JPG,https://en.wikipedia.org/wiki/Sioux_City_Free_Public_Library,"Opened and dedicated on March 6, 1913, this library was converted into the Carnegie Place Apartments.",Public libraries,List of Carnegie libraries in Iowa
Sioux City Leeds Branch,public,Sioux City,Iowa,United States,"Apr 8, 1911","$10,000",,3901 Floyd Blvd.,42.5401167,-96.3610194,,,This building is now an American Legion hall.,Public libraries,List of Carnegie libraries in Iowa
Spencer,public,Spencer,Iowa,United States,"Jan 13, 1903","$10,000",,,,,,,"This library was dedicated on March 6, 1905, and was razed in 1970. Spencer's new library was home to Dewey Readmore Books.",Public libraries,List of Carnegie libraries in Iowa
Spirit Lake,public,Spirit Lake,Iowa,United States,"Feb 1, 1905","$8,000",,1801 Hill Ave.,43.42222,-95.10139,Spirit_Lake_Carnegie_Library.jpg,https://en.wikipedia.org/wiki/Spirit_Lake_Public_Library,"This library was dedicated on September 24, 1912, and is now a private business.",Public libraries,List of Carnegie libraries in Iowa
Storm Lake,public,Storm Lake,Iowa,United States,"Dec 4, 1903","$10,000",,200 E. 5th St.,42.6450250,-95.1996222,Storm_Lake_Public_Library_(NRHP_83000346)_20120930_IMG_8844.JPG,https://en.wikipedia.org/wiki/Storm_Lake_Public_Library,"Designed by Paul O. Moratz and dedicated on September 29, 1906, this building is now the Buena Vista County Historical Museum.",Public libraries,List of Carnegie libraries in Iowa
Stuart,public,Stuart,Iowa,United States,"Nov 14, 1906","$6,500",,111 NE Front St.,41.5038361,-94.3179056,,,"This building was dedicated on April 3, 1908.",Public libraries,List of Carnegie libraries in Iowa
Tama,public,Tama,Iowa,United States,"Aug 30, 1904","$8,500",,901 McClellan St.,41.96756806,-92.57816472,,,"Dedicated on February 1, 1907, this library served Tama until 2000 when a new library was built.",Public libraries,List of Carnegie libraries in Iowa
Tipton,public,Tipton,Iowa,United States,"Jul 9, 1902","$10,000",,206 Cedar St.,41.7674056,-91.1276556,Tipton_Public_Library.jpg,,"Dedicated August 16, 1904, this library was expanded in 1988. [26]",Public libraries,List of Carnegie libraries in Iowa
Traer,public,Traer,Iowa,United States,"Jun 11, 1914","$10,000",,531 Second St.,42.1931639,-92.4664083,TraerIowa.jpg,,"This library was dedicated on March 31, 1916, and underwent a renovation and addition in 2004. [27]",Public libraries,List of Carnegie libraries in Iowa
Villisca,public,Villisca,Iowa,United States,"May 2, 1907","$10,000",,204 S. 3rd Ave.,40.9323361,-94.9771722,Villisca_Carnegie_Library.jpg,,"This building was dedicated and opened on February 5, 1909.",Public libraries,List of Carnegie libraries in Iowa
Vinton,public,Vinton,Iowa,United States,"Jan 2, 1903","$12,500",,510 Second Ave.,42.1664028,-92.0225361,Vinton_Public_Building.jpg,https://en.wikipedia.org/wiki/Vinton_Public_Library,"Dedicated on August 25, 1904, this library was later expanded. [28]",Public libraries,List of Carnegie libraries in Iowa
Waterloo East Side,public,Waterloo,Iowa,United States,"Apr 11, 1902","$24,000",,715 Mulberry St.,42.4989667,-92.3322194,Waterloo_IA_Public_Library_East_pic1.JPG,https://en.wikipedia.org/wiki/Waterloo_Public_Library-East_Side_Branch,"This library is the work of J.G. Ralston and was dedicated on February 23, 1906. Unusually, Waterloo was granted one library but requested funding for two after a disagreement on where to place the library resulted in additional funding from Carnegie. [29] It now houses city offices.",Public libraries,List of Carnegie libraries in Iowa
Waterloo West Side,public,Waterloo,Iowa,United States,"Apr 11, 1902","$21,000",,528 W. 4th St.,42.4923000,-92.3435694,OldLibraryWaterlooIA.jpg,https://en.wikipedia.org/wiki/Waterloo_Public_Library_(West_Branch),"This library is the work of J.G. Ralston and was dedicated on February 23, 1906. It was the second library proposed for Waterloo and now houses offices for private attorneys.",Public libraries,List of Carnegie libraries in Iowa
Waverly,public,Waverly,Iowa,United States,"Feb 20, 1903","$10,000",,100 2nd Street SW,,,,https://en.wikipedia.org/wiki/Waverly_Public_Library,"This library was dedicated on January 1, 1905, and now houses city offices.",Public libraries,List of Carnegie libraries in Iowa
West Liberty,public,West Liberty,Iowa,United States,"Feb 5, 1904","$7,500",,400 N. Spencer St.,41.5714083,-91.2616083,,,"This building was dedicated on January 12, 1905.",Public libraries,List of Carnegie libraries in Iowa
Winterset,public,Winterset,Iowa,United States,"Feb 5, 1904","$10,000",,124 W. Court Ave.,41.3342389,-94.01556,,,"This building, dedicated on June 16, 1905, is now City Hall. [30]",Public libraries,List of Carnegie libraries in Iowa
Woodbine,public,Woodbine,Iowa,United States,"Apr 28, 1909","$7,500",,58 Fifth St.,41.7370444,-95.7057083,Woodbine_Public_Library.jpg,https://en.wikipedia.org/wiki/Woodbine_Public_Library,"Dedicated on March 9, 1910, this library was expanded in 2001. [31]",Public libraries,List of Carnegie libraries in Iowa
