name,kind,city,region,country,date_granted,grant,date_opened,address,lat,lon,image_file,wikipedia_url,notes,section,source_page
Knoxville,public,Knoxville,Tennessee,United States,"May 15, 1916","$10,000",,,,,,,"Built 1916–1918; Free Colored Carnegie Branch, demolished 1965; designed by Albert B. Baumann, Knoxville; closed 1965 [10]",Public libraries,List of Carnegie libraries in Tennessee
Nashville Main,public,Nashville,Tennessee,United States,"Jul 23, 1901","$100,000",,222 8th Ave. N.,,,,,"Built 1904; demolished 1963; designed by Albert Randolph Ross, NYC, with Thompson, Gibel & Asmus, Nashville (Supervising Architects); integrated 1949–1954; closed 1963 and replaced with Ben West Library 1963-1965 [11]",Public libraries,List of Carnegie libraries in Tennessee
Nashville Carnegie,public,Nashville,Tennessee,United States,"January 31, 1912","$25,000",,1001 Monroe St.,,,,,"Built 1913–1915, still in use as a public library; part of the Buena Vista Historic District, 1980; designed by Clarence K. Colley, Nashville; rehabbed 1981–1983; designated Local Landmark [12]",Public libraries,List of Carnegie libraries in Tennessee
Nashville East,public,Nashville,Tennessee,United States,"January 31, 1912","$25,000",,206 Gallatin Ave.,,,,,"Built 1917–1919, still in use as a public library; listed on National Register of Historic Places, 1982; designed by Clarence K. Colley, Nashville; restored 1998–2000; designated Local Landmark [13]",Public libraries,List of Carnegie libraries in Tennessee
Nashville Negro Branch,public,Nashville,Tennessee,United States,"January 31, 1912","$25,000",,220 12th Ave. N.,,,,,"Built 1916–1918; closed 1949, demolished ca.1969; designed by Clarence K. Colley and Robert Sharp, Nashville [14]",Public libraries,List of Carnegie libraries in Tennessee
Union City,public,Union City,Tennessee,United States,"Apr 8, 1910","$10,000",,,,,,,"Built 1910; demolished by WPA, 1938; designed by Henry D. Whitfield, NYC [15]",Public libraries,List of Carnegie libraries in Tennessee
Fisk University,academic,,Tennessee,United States,"Mar 15, 1905","$20,000",,1720 Meharry Blvd.,36.167620,-86.805034,Fisk_University_Carnegie_Library.jpg,https://en.wikipedia.org/wiki/Fisk_University,"Fisk University Carnegie Library, now Fisk's Academic Building; built 1908–1909, listed on National Register of Historic Places, 1977 (African-American University); design attributed to Shepley, Rutan & Coolidge, Boston, and built by Gabriel Moses McKissack III, Nashville; rehabbed 1995 [16]",Academic libraries,List of Carnegie libraries in Tennessee
Knoxville College,academic,,Tennessee,United States,"Mar 15, 1907","$10,000",,901 Knoxville College Dr.,,,,https://en.wikipedia.org/wiki/Knoxville_College,"Built 1909; demolished 1966; Alumni Memorial Library built in same location in 1967 (African-American University); designed by Martin E. Parmelee, Knoxville [17]",Academic libraries,List of Carnegie libraries in Tennessee
Lincoln Memorial University,academic,,Tennessee,United States,"Apr 18, 1904","$20,000",,Campus quad,36.581027,-83.660447,,https://en.wikipedia.org/wiki/Lincoln_Memorial_University,"Built 1904–1906; still in use as an academic library; design attributed to Gideon T. Spencer, Superintendent of Buildings and Grounds, LMU [18]",Academic libraries,List of Carnegie libraries in Tennessee
Peabody College for Teachers,academic,,Tennessee,United States,"Jan 11, 1917","$180,000",,1210 21st Ave. S.,,,PeabodyLibraryVandy.JPG,https://en.wikipedia.org/wiki/Peabody_College,"Built 1917–1919; still in use as an academic library; designated National Historic Landmark, 1965; listed on NRHP, 1966; designed by Edward L. Tilton, NYC; George Peabody College for Teachers merged in 1979 with Vanderbilt University [19]",Academic libraries,List of Carnegie libraries in Tennessee
University of Tennessee,academic,,Tennessee,United States,"Mar 15, 1905","$40,000",,1404 Circle Dr.,,,,https://en.wikipedia.org/wiki/University_of_Tennessee,"Built 1910–1911; converted into administrative offices with PWA funds in 1934, demolished above foundations. Now the Austin Peay Building, houses the department of psychology; designed by Patton & Miller, Chicago, with Martin Parmelee, Knoxville (supervising architect) [20]",Academic libraries,List of Carnegie libraries in Tennessee
Tusculum College,academic,,Tennessee,United States,ca.1908,"$10,500",,910 Erwin Hwy,,,,,"Built 1910–1911, still in use as an academic library; listed on National Register of Historic Places, 1981; half of $22,000 grant shared with Washington College; possibly designed by Patton & Miller, Chicago [21]",Academic libraries,List of Carnegie libraries in Tennessee
Washington College,academic,,Tennessee,United States,ca.1908,"$10,500",,116 Doak Lane,,,,,"Built 1909–1910, vacant; listed on National Register of Historic Places, 2002; half of $22,000 grant shared with Tusculum College; academy closed 2000 [22]",Academic libraries,List of Carnegie libraries in Tennessee
Abilene,public,Abilene,Texas,United States,"Mar 9, 1907","$17,500",,,,,,,Building demolished in 1958,Public libraries,List of Carnegie libraries in Texas
Ballinger,public,Ballinger,Texas,United States,"Feb 10, 1908","$17,500",,204 N 8th St,,,Carnegie_library_ballinger.jpg,,Still a public library,Public libraries,List of Carnegie libraries in Texas
Belton,public,Belton,Texas,United States,"Feb 2, 1903","$10,000",,201 N Main St,,,Carnegie_library_belton_2008.jpg,,Now the Bell County Museum,Public libraries,List of Carnegie libraries in Texas
Brownwood,public,Brownwood,Texas,United States,"Mar 27, 1903","$15,000",,,,,,,Building demolished in 1965,Public libraries,List of Carnegie libraries in Texas
Bryan,public,Bryan,Texas,United States,"Apr 11, 1902","$10,000",,111 S Main St,,,"Bryan,_Texas_Carnegie_Public_Library.jpg",,Now the Carnegie History Center,Public libraries,List of Carnegie libraries in Texas
Clarksville,public,Clarksville,Texas,United States,"Sep 5, 1902","$10,000",,,,,,,Building destroyed by fire in 1980,Public libraries,List of Carnegie libraries in Texas
Cleburne,public,Cleburne,Texas,United States,"Apr 13, 1903","$20,000",,201 N Caddo St,,,Carnegie_library_cleburne_2010.jpg,,Now the Layland Museum,Public libraries,List of Carnegie libraries in Texas
Corsicana,public,Corsicana,Texas,United States,"Mar 16, 1904","$25,000",,,,,,,Building demolished in 1967,Public libraries,List of Carnegie libraries in Texas
Dallas Main,public,Dallas,Texas,United States,"Aug 23, 1899","$76,000",,Commerce & Harwood Streets,,,"Dallas,_Texas._Carnegie_Library_-_photograph_between_1903_and_1907.jpg",,Building demolished in 1954,Public libraries,List of Carnegie libraries in Texas
Dallas Branch,public,Dallas,Texas,United States,"Aug 23, 1899",—,,,,,,,Building demolished,Public libraries,List of Carnegie libraries in Texas
El Paso,public,El Paso,Texas,United States,"Jan 9, 1902","$37,500",,,,,El_Paso_Public_Library_Carnegie_Building.jpg,https://en.wikipedia.org/wiki/El_Paso_Public_Library,Building demolished in 1968,Public libraries,List of Carnegie libraries in Texas
Fort Worth,public,Fort Worth,Texas,United States,"Jun 30, 1899","$50,000",,W 9th St and Throckmorton St,,,CarnegieLibrary_web.jpg,,Building demolished in 1937,Public libraries,List of Carnegie libraries in Texas
Franklin,public,Franklin,Texas,United States,"Apr 2, 1913","$7,500",,315 E Decherd,,,Franklin_carnegie_library.jpg,https://en.wikipedia.org/wiki/Franklin_Carnegie_Library,Now the Robertson County Public Library,Public libraries,List of Carnegie libraries in Texas
Gainesville,public,Gainesville,Texas,United States,"Apr 3, 1912","$15,000",,201 S Denton St,,,Gainesville_June_2017_33_(Butterfield_Stage).jpg,,Now the Butterfield Stage,Public libraries,List of Carnegie libraries in Texas
Greenville,public,Greenville,Texas,United States,"Apr 13, 1903","$15,000",,,,,"Carnegie_Library,_Greenville,_Tx_(6329246435).jpg",,Building demolished in 1953,Public libraries,List of Carnegie libraries in Texas
Houston Main,public,Houston,Texas,United States,"Oct 28, 1899","$65,000",,,,,Houston_Carnegie_Library_1904.jpg,,Building demolished,Public libraries,List of Carnegie libraries in Texas
Houston Segregated,public,Houston,Texas,United States,"Oct 28, 1899","$15,000",,"Frederick St. and Robin St. (later replatted, the area is now Two Allen Center)",,,,,Building demolished in 1970s,Public libraries,List of Carnegie libraries in Texas
Jefferson,public,Jefferson,Texas,United States,"May 15, 1906","$10,000",,301 W Lafayette,,,Jefferson.Carnegie.Library.TX.2010.jpg,https://en.wikipedia.org/wiki/Jefferson_Carnegie_Library,Still the Jefferson Carnegie Library,Public libraries,List of Carnegie libraries in Texas
Memphis,public,Memphis,Texas,United States,"Jan 27, 1912","$10,000",,,,,,,Building demolished in mid-1980s,Public libraries,List of Carnegie libraries in Texas
Palestine,public,Palestine,Texas,United States,"Sep 27, 1912","$15,000",,502 N Queen St,,,Palestine_carnegie_library.jpg,,Resumed service as the Palestine Public Library in June 2023,Public libraries,List of Carnegie libraries in Texas
Pecos,public,Pecos,Texas,United States,"Jun 25, 1911","$9,000",,,,,,,Building demolished in early 1960s,Public libraries,List of Carnegie libraries in Texas
Pittsburg,public,Pittsburg,Texas,United States,"Apr 30, 1898","$5,000",,,,,,,The eighth library in the US to be commissioned by Carnegie and only the second outside of Southwestern Pennsylvania. Building destroyed by fire in 1939,Public libraries,List of Carnegie libraries in Texas
San Antonio,public,San Antonio,Texas,United States,"Jan 6, 1900","$70,000",,,,,"San_Antonio,_Texas._Carnegie_Library.jpg",,Building demolished,Public libraries,List of Carnegie libraries in Texas
Sherman,public,Sherman,Texas,United States,"Apr 3, 1912","$20,000",,301 S Walnut,,,Shermanpubliclibrary.jpg,,Now The Sherman Museum,Public libraries,List of Carnegie libraries in Texas
Stamford,public,Stamford,Texas,United States,"Jun 29, 1908","$15,000",,600 E McHarg St,,,,,Still the Stamford Carnegie Library,Public libraries,List of Carnegie libraries in Texas
Sulphur Springs,public,Sulphur Springs,Texas,United States,"Apr 10, 1909","$12,000",,100 Jefferson St W,,,,,Now Alliance Bank,Public libraries,List of Carnegie libraries in Texas
Temple,public,Temple,Texas,United States,"Jan 22, 1902","$15,000",,,,,,,Building destroyed by fire in 1918,Public libraries,List of Carnegie libraries in Texas
Terrell,public,Terrell,Texas,United States,"Feb 20, 1903","$10,000",,207 N Frances St,,,CarnegieLibraryTerrell1.JPG,,Now the Terrell Heritage Museum,Public libraries,List of Carnegie libraries in Texas
Tyler,public,Tyler,Texas,United States,"Mar 20, 1903","$15,000",,125 S College St,,,Tyler_carnegie_library.jpg,"https://en.wikipedia.org/wiki/Carnegie_Public_Library_(Tyler,_Texas)",Now the Smith County History Center,Public libraries,List of Carnegie libraries in Texas
Vernon,public,Vernon,Texas,United States,"Apr 19, 1915","$12,500",,,,,,,Building demolished in late 1970s,Public libraries,List of Carnegie libraries in Texas
Waco,public,Waco,Texas,United States,"Apr 28, 1902","$30,000",,,,,,,Building demolished,Public libraries,List of Carnegie libraries in Texas
Winnsboro,public,Winnsboro,Texas,United States,"Apr 6, 1908","$10,000",,,,,,,Building demolished in 1967,Public libraries,List of Carnegie libraries in Texas
Wiley University,academic,,Texas,United States,"Mar 26, 1906","$15,000",,711 Wiley Ave.,,,"Carnegie_Library,_Wiley_University.jpg",https://en.wikipedia.org/wiki/Wiley_University,Now the Willis J. King Administration Building,Academic library,List of Carnegie libraries in Texas
American Fork,public,American Fork,Utah,United States,"Sep 26, 1919","$10,000",,54 E. Main St.,,,,,Last Carnegie library granted in the United States; demolished,Carnegie libraries,List of Carnegie libraries in Utah
Beaver,public,Beaver,Utah,United States,"Dec 8, 1913","$10,000",,55 W. Center St.,38.27333,-112.64139,Beaver_Utah_Library.jpeg,,"Federal Revival style, built c. 1917",Carnegie libraries,List of Carnegie libraries in Utah
Brigham City,public,Brigham City,Utah,United States,"Jun 11, 1914","$12,500",,26 E. Forest St.,41.51083,-112.01417,Carnegie_Library_Brigham_City_Utah.jpeg,,"Prairie Style, completed December 15, 1915",Carnegie libraries,List of Carnegie libraries in Utah
Cedar City,public,Cedar City,Utah,United States,"Apr 3, 1912","$10,000",,Near 20 N. Main St.,,,,,"Completed in 1914, condemned c. 1947, demolished c. 1969",Carnegie libraries,List of Carnegie libraries in Utah
Chapman Branch,public,Salt Lake City,Utah,United States,"Mar 31, 1916","$25,000",,577 S. 900 West,40.75667,-111.91611,Chapman_Branch_Library_SLC.jpeg,https://en.wikipedia.org/wiki/Chapman_Branch_Library,"Classical Revival style, dedicated May 1918",Carnegie libraries,List of Carnegie libraries in Utah
Ephraim,public,Ephraim,Utah,United States,"Jan 14, 1914","$10,000",,30 S. Main St.,39.36806,-111.58667,Ephraim_Utah_Carnegie_Library.jpeg,,"Beaux-Arts style, dedicated March 27, 1915",Carnegie libraries,List of Carnegie libraries in Utah
Eureka,public,Eureka,Utah,United States,"Dec 24, 1907","$11,000",,263 W. Main St.,39.95417,-112.12028,Memorial_Building_Eureka_Utah.jpeg,,"Dedicated October 13, 1909, extensively altered in 1947; now the Eureka Memorial Building",Carnegie libraries,List of Carnegie libraries in Utah
Garland,public,Garland,Utah,United States,"Jan 17, 1912","$8,000",,86 W. Factory St.,41.74139,-112.16278,Carnegie_Library_Garland_Utah.jpeg,,"Classical Revival style, dedicated December 12, 1914",Carnegie libraries,List of Carnegie libraries in Utah
Lehi,public,Lehi,Utah,United States,"Nov 7, 1917","$10,000",,51 N. Center St.,40.38861,-111.84889,Lehi_Utah_Carnegie_library.jpeg,,"North wing of the old Lehi City Hall, Mission Style, dedicated December 30, 1921. Now a museum",Carnegie libraries,List of Carnegie libraries in Utah
Manti,public,Manti,Utah,United States,"Mar 21, 1910","$11,470",,2 S. Main St.,39.26528,-111.63306,Manti_Utah_Carnegie_Library.jpeg,,"Classical Revival style, dedicated January 2, 1912",Carnegie libraries,List of Carnegie libraries in Utah
Mount Pleasant,public,Mount Pleasant,Utah,United States,"May 15, 1916","$10,000",,24 E. Main St.,39.54667,-111.45389,Mt_Pleasant_Utah_Carnegie_Library.jpeg,,"Prairie Style, dedicated February 15, 1917",Carnegie libraries,List of Carnegie libraries in Utah
Murray,public,Murray,Utah,United States,"Jan 6, 1911","$10,000",,184 E. Vine St.,40.66361,-111.88667,Murray_City_Library.JPG,,"Demolished March 11, 2020",Carnegie libraries,List of Carnegie libraries in Utah
Ogden,public,Ogden,Utah,United States,"Mar 9, 1901","$25,000",,26th St. and Washington Blvd.,,,,,"Opened April 21, 1903; demolished February 10, 1969",Carnegie libraries,List of Carnegie libraries in Utah
Panguitch,public,Panguitch,Utah,United States,"Dec 3, 1915","$6,000",,75 E. Center St.,37.82306,-112.43361,Carnegie_Library_Panguitch_Utah.jpeg,,Built c. 1918,Carnegie libraries,List of Carnegie libraries in Utah
Parowan,public,Parowan,Utah,United States,"Jan 31, 1913","$6,000",,,,,,,Demolished,Carnegie libraries,List of Carnegie libraries in Utah
Price,public,Price,Utah,United States,"Jan 2, 1913","$10,000",,159 E. Main St.,,,,,"Finished January 17, 1915. Demolished and replaced by a new library building in 1957",Carnegie libraries,List of Carnegie libraries in Utah
Provo,public,Provo,Utah,United States,"Apr 8, 1907","$17,500",,15 N. 100 East,40.23389,-111.657083,,,Original building completely enclosed by a 1939 WPA -sponsored addition,Carnegie libraries,List of Carnegie libraries in Utah
